Wall time,Step,Value
1731724153.184454,1,0.2163788378238678
1731724154.4350953,1,0.1292029321193695
1731724157.7531662,1,0.12058199197053909
1731724158.1623495,1,0.15243427455425262
1731724158.7743492,1,0.20386214554309845
1731724161.0948265,1,0.12367389351129532
1731724164.2573934,1,0.12126371264457703
1731724164.8839176,1,0.0901845321059227
1731724169.0173237,1,0.255154013633728
1731724171.5071683,1,0.12197179347276688
1731724175.6683447,1,0.12572409212589264
1731724181.6446614,1,0.14853201806545258
1731724182.2674358,1,0.108136385679245
1731724184.2084684,1,0.11078476160764694
1731724187.5522914,1,0.10389107465744019
1731724187.9780498,1,0.09901749342679977
1731724197.1694255,1,0.15680567920207977
1731724198.1913803,1,0.11573142558336258
1731724201.3390288,1,0.1346895694732666
1731724202.603264,1,0.10524123907089233
1731724203.6389198,1,0.10273126512765884
1731724205.1100464,1,0.09874700754880905
1731724206.3178532,1,0.09367262572050095
1731724213.7018151,1,0.11500503867864609
1731724214.117801,1,0.12876978516578674
1731724215.7804883,1,0.1956368088722229
1731724220.142595,1,0.18249019980430603
1731724221.798144,1,0.10687676072120667
1731724225.9773142,1,0.1629183441400528
1731724237.3378577,1,0.10876300185918808
1731724237.6024876,1,0.09098756313323975
1731724241.1913555,1,0.18841329216957092
1731724241.8956842,1,0.13635851442813873
1731724242.5337846,1,0.16075782477855682
1731724245.9071884,1,0.12060467153787613
1731724246.5444362,1,0.11229640990495682
1731724246.7500346,1,0.10308881103992462
1731724248.8216152,1,0.1326751559972763
1731724252.8169138,1,0.1582939773797989
1731724257.297308,1,0.08432526141405106
1731724261.081179,1,0.13696087896823883
1731724262.1350312,1,0.19764292240142822
1731724268.0494452,1,0.20890609920024872
1731724270.1297648,1,0.14765338599681854
1731724271.3827553,1,0.1326124221086502
1731724272.8379629,1,0.10564028471708298
1731724273.051336,1,0.10851260274648666
1731724279.9111907,1,0.14380919933319092
1731724280.3086157,1,0.13268408179283142
1731724282.9435341,1,0.10910602658987045
1731724284.3886213,1,0.19868586957454681
1731724284.5938773,1,0.16645215451717377
1731724284.9968662,1,0.11737949401140213
1731724285.606452,1,0.10962415486574173
1731724286.027722,1,0.3857245147228241
1731724288.5066698,1,0.11565323919057846
1731724290.59962,1,0.1294623166322708
1731724299.5837677,1,0.11699286103248596
1731724301.2553864,1,0.10893963277339935
1731724302.9197848,1,0.12336757034063339
1731724304.820831,1,0.1304599940776825
1731724307.5368059,1,0.16544713079929352
1731724308.3734002,1,0.2122838795185089
1731724310.2811978,1,0.11408848315477371
1731724311.107017,1,0.1210610419511795
1731724311.513326,1,0.086349718272686
1731724311.9356859,1,0.09532973170280457
1731724313.3659096,1,0.1259765326976776
1731724314.4106445,1,0.09484316408634186
1731724314.8116908,1,0.13875417411327362
1731724315.8343377,1,0.09045982360839844
1731724316.2417188,1,0.10805752873420715
1731724317.0834908,1,0.11822251230478287
1731724317.9155796,1,0.10314832627773285
1731724319.1930156,1,0.09292417019605637
1731724319.3992298,1,0.09360859543085098
1731724324.2401586,1,0.27992114424705505
1731724325.0900784,1,0.0866638794541359
1731724332.039591,1,0.13085244596004486
1731724333.4786425,1,0.16988158226013184
1731724334.7011137,1,0.29129770398139954
1731724337.5736454,1,0.12090534716844559
1731724338.416446,1,0.09198199212551117
1731724339.856431,1,0.08971130847930908
1731724340.264797,1,0.1716468185186386
1731724341.896234,1,0.11340850591659546
1731724344.8231199,1,0.11969856172800064
1731724345.0241852,1,0.10430353134870529
1731724347.08218,1,0.08472777903079987
1731724347.6877332,1,0.0956677719950676
1731724349.5134552,1,0.11373399943113327
1731724351.175679,1,0.20728296041488647
1731724353.0409853,1,0.10862617194652557
1731724353.245326,1,0.09219404309988022
1731724354.5053256,1,0.10236915200948715
1731724354.728121,1,0.14841614663600922
1731724355.7566314,1,0.0792054682970047
1731724359.8060424,1,0.16091015934944153
1731724360.6594155,1,0.1709137111902237
1731724363.1956546,1,0.12260380387306213
1731724371.627845,1,0.104829803109169
1731724375.3154173,1,0.09169957786798477
1731724376.9625576,1,0.10218267887830734
1731724377.7919912,1,0.12249742448329926
1731724378.3701327,1,0.09330897778272629
1731724379.520408,1,0.09341471642255783
1731724381.1868098,1,0.10550002753734589
1731724382.581165,1,0.11315107345581055
1731724385.3675823,1,0.10110882669687271
1731724387.0703084,1,0.0972571074962616
1731724388.4742336,1,0.11431754380464554
1731724391.2509394,1,0.16674546897411346
1731724403.1221144,1,0.09724597632884979
1731724404.233213,1,0.13638430833816528
1731724404.516848,1,0.10279427468776703
1731724404.809627,1,0.10682123899459839
1731724409.795737,1,0.11206451803445816
1731724413.448932,1,0.10668773949146271
1731724417.1493354,1,0.13215087354183197
1731724424.4574156,1,0.10802853852510452
1731724427.8057678,1,0.09661944955587387
1731724430.8517444,1,0.13126985728740692
1731724431.6857262,1,0.13969269394874573
1731724432.5121043,1,0.11356567591428757
1731724438.1758783,1,0.11366856843233109
1731724439.811119,1,0.15337064862251282
1731724441.7977674,1,0.19266390800476074
1731724443.4905374,1,0.09109015762805939
1731724448.0127585,1,0.0854649469256401
1731724448.8446126,1,0.09793958812952042
1731724451.942508,1,0.10123052448034286
1731724452.7792952,1,0.08926629275083542
1731724453.6261487,1,0.22824446856975555
1731724453.9064746,1,0.08484945446252823
1731724467.344966,1,0.14105656743049622
1731724468.2058814,1,0.10104279965162277
1731724469.0289855,1,0.1945057511329651
1731724469.3045433,1,0.1013868898153305
1731724475.4690647,1,0.1040608212351799
1731724478.8450584,1,0.16903601586818695
1731724481.6767275,1,0.1402425765991211
1731724482.8072035,1,0.13142850995063782
1731724489.9896784,1,0.08804533630609512
1731724490.2779856,1,0.08662203699350357
1731724493.4280522,1,0.09816528111696243
1731724495.6589293,1,0.17416372895240784
1731724496.7855363,1,0.08475452661514282
1731724497.3702192,1,0.09086739271879196
1731724506.926145,1,0.08033424615859985
1731724508.0760667,1,0.09291447699069977
1731724515.023717,1,0.109595388174057
1731724519.9481058,1,0.11386823654174805
1731724520.2468102,1,0.10991130024194717
1731724524.759162,1,0.1545870304107666
1731724525.958613,1,0.10032881051301956
1731724530.4596946,1,0.10641051828861237
1731724530.798217,1,0.12843818962574005
1731724537.3000882,1,0.1647801548242569
1731724538.6802123,1,0.10184969753026962
1731724540.2084389,1,0.11543001979589462
1731724541.0604818,1,0.11840897053480148
1731724542.5340977,1,0.0811893492937088
1731724543.390467,1,0.08250901103019714
1731724546.869883,1,0.11978054791688919
1731724549.1025205,1,0.0907370001077652
1731724551.259706,1,0.09946237504482269
1731724553.335571,1,0.12215141206979752
1731724555.991025,1,0.09350596368312836
1731724557.1565778,1,0.09404594451189041
1731724557.7551324,1,0.09928842633962631
1731724558.3286407,1,0.2579571008682251
1731724559.172038,1,0.09184485673904419
1731724561.1449645,1,0.1291113644838333
1731724563.7061317,1,0.11543235182762146
1731724566.719587,1,0.09954649209976196
1731724567.8838046,1,0.16717548668384552
1731724568.5072205,1,0.11363004148006439
1731724569.405229,1,0.14643999934196472
1731724570.885071,1,0.08381157368421555
1731724571.7395532,1,0.08626392483711243
1731724572.0282497,1,0.09041398018598557
1731724577.7753437,1,0.0857539251446724
1731724580.4262161,1,0.08838500827550888
1731724582.1864367,1,0.1608540266752243
1731724584.3006723,1,0.08434499800205231
1731724584.5839715,1,0.08233971893787384
1731724587.2046332,1,0.1084461435675621
1731724589.3269486,1,0.12249308824539185
1731724595.7863812,1,0.18048055469989777
1731724597.008597,1,0.09774929285049438
